Unnamed: 0,id,cause,effect,label,ceq
505,325,His brother tickled him.,The boy giggled uncontrollably.,1.0,0.0699550818243228
506,1393,Factories shut down.,Air qualtity in the city improved.,1.0,0.011752311843935484
507,1029,The grape juice was boiled.,The juice evaporated.,1.0,0.1422857214383443
508,133,The group overlooked the woman's faux pas.,The woman apologized.,0.0,0.010151799060096186
509,1271,I went hiking.,My skin was dry.,0.0,0.004478978734998931
510,74,He bought them on sale.,The man's clothes fit loosely.,0.0,0.012866911653836712
511,1390,The truck crashed into the main pillar of the bridge.,The bridge collapsed.,1.0,0.020134385685997885
512,34,The patient was dehydrated.,The nurse gave him an IV.,1.0,0.03506205807883449
513,495,The girl wanted to wear earrings.,She got her ears pierced.,1.0,0.07566036866648017
514,1136,The flashlight was broken.,I replaced the batteries.,0.0,0.025221840835423774
515,1044,The man had bad eyesight.,He put on glasses.,1.0,0.007718512375385868
516,281,The shopper wondered about the cost of the item.,He decided to buy it.,0.0,0.01974821345700426
517,1421,The student felt sick and wanted to go home.,The teacher corrected her.,0.0,0.03681902504686812
518,138,I scratched my skin.,My scar faded.,0.0,0.05892720382699756
519,254,The clouds looked dark.,I brought my umbrella to work.,1.0,0.012185415744930376
520,428,He heard thunder.,The driver turned on the car's headlights.,0.0,0.007057513294793159
521,1413,My computer's sound didn't work.,I installed new speakers.,1.0,0.09648348930544424
522,1375,His wife criticized him.,The man yelled at her.,1.0,0.017775680248729588
523,1243,The forecast called for storms.,The family had the barbeque.,0.0,0.00443959507818637
524,1109,The patron was alone.,The bartender accompanied the patron.,1.0,0.04559096621466139
525,1430,She sneezed.,The woman's friend noticed her bad breath.,0.0,0.009207581655325904
526,209,Their coach pumped them up.,The team lost the game.,0.0,0.03918685082159351
527,1304,The sun shined very brightly.,The swimmers put on more sunscreen.,1.0,0.08182390452325519
528,297,He opened a new bar of soap.,The man took a shower.,0.0,0.03215280484132512
529,1234,The school principal effected the honor code.,Students protested the decision.,0.0,0.04684927544418942
530,38,The woman won the lottery.,She bought a yacht.,1.0,0.011790520133414008
531,201,The woman made him blush.,The man had lipstick on his cheek.,0.0,0.24724525603997563
532,1450,The hot sun shined onto the cement all summer.,My handprint dried in the cement.,0.0,0.014473191150135059
533,7,I bleached the shirt.,The stain came out of the shirt.,1.0,0.09383177452955994
534,485,She checked into rehab.,The woman was arrested.,0.0,0.006823970155482905
535,453,The detective revealed an anomaly in the case.,He finalized his theory.,0.0,0.008121789633860088
536,1033,The police shot the fugitive.,The fugitive dropped his gun.,0.0,0.17323586683682266
537,412,His obituary appeared in the newspaper.,The community learned of the man's death.,1.0,0.012908841961418957
538,1412,His obituary appeared in the newspaper.,The man did not get the burial at sea he wanted.,0.0,0.014079639513768333
539,300,His wife was diagnosed with cancer.,The man felt thankful to be alive.,0.0,0.02280073493911572
540,1046,She saw a black cat.,The girl had bad luck.,1.0,0.019638845084742635
541,169,She destroyed the evidence.,The woman got away with the crime.,1.0,0.011602935565758242
542,1267,The lid on the mailbox broke.,The letters were blown from my mailbox.,1.0,0.009356169799968238
543,7,I patched the shirt.,The stain came out of the shirt.,0.0,0.014521643008005958
544,171,The motorcyclist twisted the throttle.,The motorcycle coasted to a halt.,0.0,0.15321216436339216
545,448,My finger swelled.,The ring on my finger got stuck.,1.0,0.029766759935760723
546,1167,I pulled on the knob.,The car door opened.,1.0,0.0146149664349959
547,1205,The sun shined so bright.,I put on a belt.,0.0,0.01820764946713711
548,1489,The woman planned to buy a condo.,The woman contacted the maid service.,0.0,0.016351560045098135
549,46,She saw a shooting star.,The girl made a wish.,1.0,0.011144318381969168
550,118,He talked back to the teacher.,The student received detention.,1.0,0.04737658321984679
551,1388,The boy wrestled with his older brother.,The boy broke his arm.,1.0,0.012056608637430603
552,1047,The woman was thirsty after she jogged.,She wrapped herself in a towel.,0.0,0.006046993958261744
553,206,Its products received positive consumer reviews.,The company lost money.,0.0,0.03364447500762418
554,452,My subscription to the magazine expired.,I stopped receiving new issues.,1.0,0.012016922672666163
555,222,The toddler started crying.,Her parents gave her a toy.,1.0,0.03012722012448286
556,1147,It was wrinkled.,I wore my shirt.,0.0,0.004775685000084857
557,280,She entered the sauna.,The woman's eyeglasses fogged up.,1.0,0.0028785854719125883
558,379,The friends' dinnertime conversation turned to politics.,A debate erupted.,1.0,0.01659963058852664
559,266,The man read the cartoon in the newspaper.,He sipped coffee.,0.0,0.010593233126513418
560,1355,I got ready to clean the room.,I clamped my hand over my nose.,0.0,0.01349870887025737
561,201,The woman kissed him.,The man had lipstick on his cheek.,1.0,0.07551006376591653
562,1365,She swallowed her gum.,The girl worried about a clogged gut.,1.0,0.01077656399021765
563,1070,The station was playing rock music.,The boy listened to the radio.,1.0,0.11793037699602765
564,1009,The patient was a close friend of the physician.,The patient filed a malpractice lawsuit against the physician.,0.0,0.0868515543831106
565,1457,She was irritated with her friend's whining.,The woman yelled at her friend.,1.0,0.015154360314169703
566,1282,The contestant was in the lead.,The host of the trivia show called on the contestant to pick a category.,1.0,0.009398402786324221
567,343,They apprehended the suspect.,The police closed the investigation.,1.0,0.04912400919276706
568,1133,The group was offended by the woman's faux pas.,The woman was relieved.,0.0,0.014935203174914258
569,359,We ordered a pizza.,The pizza was delivered.,1.0,0.03079453609561116
570,1389,The girl hated her parents.,She obeyed her parent's rules.,0.0,0.006289948501902796
571,1443,The students both received excellent grades.,The teacher praised the pair of students.,1.0,0.04819178226436586
572,416,The jury announced its verdict.,The judge pounded the gavel.,0.0,0.03250638375230498
573,1205,The sun shined so bright.,I put on a hat.,1.0,0.009072619255133913
574,1493,The parking meter expired.,The man saw an empty parking spot.,0.0,0.016682273827229824
575,1117,The question made me uncomfortable.,I promised to give a straight answer to the question.,0.0,0.0698563340812457
576,1264,He looked busy.,I did not approach the man.,1.0,0.00672355527165892
577,1416,The jury announced its verdict.,The defendant listened anxiously.,1.0,0.06225092334164842
578,1065,The dog injured his paw.,The dog broke his teeth.,0.0,0.025891133451424953
579,1257,The bar emitted a fragrance.,The boy lost sniffed the bar of soap.,1.0,0.05323169914755577
580,1456,His mother cooked his favorite meal.,The boy rushed home for dinner.,1.0,0.08720790389252588
581,308,The sun emerged from the clouds.,The woman glanced at her watch.,0.0,0.004886378893101041
582,1487,The child sprinkled pepper in his friend's face.,His friend sneezed.,1.0,0.027668597946280613
583,272,The woman betrayed her friend.,Her friend sent her a greeting card.,0.0,0.015068939172213596
584,1102,I blocked the pendulum.,It swung back and forth.,0.0,0.04439799730673566
585,1353,His meal was spicy.,The man asked the waiter to reheat his meal.,0.0,0.042393633081348546
586,420,She burned her finger on the toaster.,The woman ran her finger under cold water.,1.0,0.016439683192167695
587,236,I wanted to lighten the mood of the conversation.,I told a joke.,1.0,0.006413532602435702
588,432,She broke her leg.,The woman walked with crutches.,1.0,0.10283609818624276
589,11,The faucet was leaky.,The woman repaired her faucet.,1.0,0.008915564301444896
590,1162,I tossed the ball forward.,The ball hit the ceiling.,0.0,0.01978300600485772
591,1017,I put it in the dryer.,The shirt became clean.,0.0,0.01197428226731947
592,418,They accepted ransom money.,The kidnappers released the hostage.,1.0,0.551411750388872
593,1284,The woman wanted to see a doctor.,She visited the hospital.,1.0,0.017444664300691762
594,1466,The woman wore a bracelet.,The man noticed that the woman likes jewelry.,1.0,0.14658070560483727
595,380,The woman escaped.,The woman spotted her friend from across the room.,0.0,0.008475789172735226
596,79,The girl was angry with her friend.,The girl spread a rumor about her friend.,1.0,0.027899620723909294
597,1245,Our group's conversation gradually escalated.,I became enraged.,1.0,0.014572667455912142
598,257,The bar was slippery.,The boy lost hold of the bar of soap.,1.0,0.018152694045058346
599,73,The authorities vowed to protect the identity of the crime victim.,The victim struggled to recall details about the crime.,0.0,0.10811886904919717
600,1340,The parents picked out a name for the baby.,The parents received a birth certificate.,1.0,0.029617031277672123
601,1018,It got cold outside.,Snowflakes began to fall from the sky.,1.0,0.014434632081349576
602,77,His family urged him to quit smoking.,The man craved a cigarette.,0.0,0.07376539699959754
603,341,I put ice cubes in the hot soup.,The soup cooled down.,1.0,0.0642291793628565
604,1188,The woman wanted to sell her computer hardware.,She deleted old files on the computer.,1.0,0.016892726778446995
605,162,I tossed the ball upwards.,The ball rolled across the ground.,0.0,0.012913184954256373
606,24,She was certain she had the flu.,The host cancelled the party.,1.0,0.007106202161004001
607,1144,The drived pressed on the brakes.,The car turned.,0.0,0.038131315474091466
608,215,The fortune teller's revelations were convincing.,Many customers asked for refunds.,0.0,0.0114559177388194
609,1140,It was night in a quiet neighborhood.,The homeowners were asleep.,1.0,0.04773398033901093
610,195,The girl launched it.,The rocket flew up into the sky.,1.0,0.06045376621793774
611,280,She reclined by the pool.,The woman's eyeglasses fogged up.,0.0,0.00435315085544228
612,185,The woman felt ashamed of scar on her face.,She explained the scar to strangers.,0.0,0.02274043657444181
613,1151,She didn't get vaccinated.,The child did not know her parents.,0.0,0.005034574631267295
614,1470,The couple was very tired.,They rested.,1.0,0.011929109643290846
615,1129,The driver talked the whole way.,The trip was a fun time.,1.0,0.026768511068651007
616,20,The woman's ring slipped off in the shower.,The woman polished the ring.,0.0,0.013500972274143545
617,493,The parking meter expired.,The man received a parking ticket.,1.0,0.04282853689230434
618,300,He was cured of cancer.,The man felt thankful to be alive.,1.0,0.010645447503638142
619,500,The woman was in a bad mood.,She engaged in small talk with her friend.,0.0,0.01583903051887724
620,1227,The child obeyed her parents.,Her parents punished her.,0.0,0.013354867756691136
621,1300,His wife was diagnosed with cancer.,The man felt depressed.,1.0,0.027627269527820502
622,149,He went through an intersection.,The driver pulled over to the side of the road.,0.0,0.013465521198034815
623,298,The laptop's battery died.,The screen on the laptop went black.,1.0,0.0864003705688966
624,49,It was stale.,The man threw out the bread.,1.0,0.01577274886242644
625,372,She wanted attention.,The woman exaggerated the details of the story.,1.0,0.0066317683086325775
626,318,The woman presented her brother with a gift.,Her brother refused to accept the gift.,0.0,0.023020712663329432
627,390,The truck crashed into the motorcycle on the bridge.,The bridge collapsed.,0.0,0.016874279384170333
628,1347,The bully mocked the boy.,The boy felt humiliated.,1.0,0.02932760687093134
629,1039,The seamstress guided the thread through the eye of the needle.,The thread went through the fabric.,0.0,0.0420155721622339
630,160,He entertained the audience.,The audience booed the comedian off the stage.,0.0,0.06503718362747636
631,1491,The candle burned out some time ago.,Wax dripped off the candle.,0.0,0.17421868221064749
632,324,The car stopped at the crosswalk.,The pedestrian crossed the road.,1.0,0.2915791381411794
633,402,The girl found a bug in her cereal.,She poured milk in the bowl.,0.0,0.0395462723256534
634,263,The assailant took the man's wallet.,The man fell unconscious.,0.0,0.01952004264671014
635,1289,The mother no longer needed her son's picture.,His mother hung the picture on the wall.,0.0,0.02890017904839888
636,317,He went camping in the woods.,The man was bitten by mosquitoes.,1.0,0.012792877764971454
637,246,I clenched the candy wrapper in my fist.,The wrapper ripped.,0.0,0.03359652839731107
638,454,His brother took his toys from him.,The boy threw a temper tantrum.,1.0,0.02472483114374547
639,481,The student took notes.,Everyone in the class turned to stare at the student.,0.0,0.026714640799974144
640,378,He suffered emotional trauma.,The patient went into a coma.,0.0,0.021648932752352766
641,211,The sender requested a response from her.,The woman deleted the email.,0.0,0.03836063764518941
642,1136,The flashlight was broken.,I took it apart.,1.0,0.006717846958356021
643,203,The gardener wanted his plants to flourish.,He planted a variety of seeds.,0.0,0.016817657754657232
644,148,The girl felt dizzy.,She lost her balance.,1.0,0.011773094752657422
645,1077,His family urged him to quit smoking.,The man threw his cigarettes away.,1.0,0.07176620860025842
646,1392,The swimmer did not win the race.,Her team lost the meet.,1.0,0.03795232234754919
647,1290,The finals were approaching.,The teams got pumped up.,1.0,0.002343435504899811
648,85,There were many empty tables.,The service at the restaurant was slow.,0.0,0.01221347765316159
649,266,The man read the cartoon in the newspaper.,He chuckled.,1.0,0.013315042704334432
650,139,She became forgetful.,I wrote a thank-you note to my grandmother.,0.0,0.00046881532703799307
651,1225,The girl wanted to get on top of the slide.,She glided down the slide.,0.0,0.03101926437284663
652,1169,Her accomplice was apprehended.,The woman got charged with the crime.,1.0,0.019075878514983602
653,1343,They apprehended the suspect.,The police continued the investigation.,0.0,0.0490852547580377
654,48,The nurse prepared the needle for the patient's injection.,The patient bled.,0.0,0.04201974423763335
655,1026,She jumped out of the plane.,The skydiver started to fall down.,1.0,0.05970354331246436
656,1494,The woman became senile.,Photographers followed her.,0.0,0.0035641510945114718
657,382,She made a right turn at the light.,The driver honked her horn.,0.0,0.03726033040409218
658,295,The girl pushed her friend.,Her friend choked.,0.0,0.0190486032651092
659,1241,The woman was telling a funny story.,I got hooked to my conversation with the woman.,1.0,0.022211228327129448
660,242,I put coins in the washing machine at the laundromat.,The machine powered on.,1.0,0.011256229278625934
661,5,It was a birthday party.,The guests of the party hid behind the couch.,0.0,0.022584683390635508
662,416,The courtroom broke into uproar.,The judge pounded the gavel.,1.0,0.015728599809716182
663,8,He greeted the cashier.,The man got a discount on his groceries.,0.0,0.014813829861125427
664,1371,The city cut its budget.,The city had spent too much money.,1.0,0.03904075501202919
665,1131,I slammed my hands in the door.,My hands went numb.,1.0,8.526057764041347e-05
666,94,The tile was wet.,I slipped on the floor.,1.0,0.05519029968780381
667,281,The shopper wondered about the cost of the item.,He checked its price tag.,1.0,0.041212165044519015
668,1175,The man scooted the chair closer to his desk.,The chair fell.,0.0,0.01969210399967524
669,34,The patient was dehydrated.,The nurse tested his reflexes.,0.0,0.03928024058654897
670,27,The toddler became cranky.,Her mother put her down for a nap.,1.0,0.13027434265590063
671,1305,She was the designated driver for the night.,The woman stayed late in the bar.,0.0,0.019454085565001656
672,225,The girl pushed herself off the top of the slide.,She crawled up the slide.,0.0,0.014414841940575905
673,1059,I spilled glue on the wood.,The wood became sticky.,1.0,0.03438459786362406
674,327,It was late.,I went to bed.,1.0,0.004858644129823299
675,1067,My friend got the rules wrong.,The board game ended in a disaster.,1.0,0.01076574162557918
676,129,The driver talked the whole way.,The trip took a long time.,0.0,0.025082467050093718
677,1195,The girl designed it.,The rocket looked pretty.,1.0,0.024458649502132022
678,22,The woman's date wanted to look like a gentleman.,He opened the door for her.,1.0,0.01097127170819532
679,1277,I drank a glass of whisky.,I nodded off to sleep.,1.0,0.0077512745819768945
680,292,I scrubbed the stain on the floor.,I got rid of the stain.,1.0,0.0529610181619955
681,160,He told a racist joke.,The audience booed the comedian off the stage.,1.0,0.07233030490887554
682,443,The students both received excellent grades.,The pair of students came under scrutiny by the teacher.,0.0,0.04058933442047634
683,78,The man dropped food on the floor.,His dog ran over to eat the food.,1.0,0.04293589284959481
684,1292,I smeared the stain on the floor.,I got dirt on the floor.,1.0,0.04010944412248997
685,1022,The woman's date wanted to have Japanese cuisine.,He opened the door for her.,0.0,0.006801805555553947
686,1024,She was certain she had the flu.,The woman got vaccinated.,0.0,0.03951942456999158
687,1148,The girl wanted to exercise.,She lost her balance.,0.0,0.01087534985081523
688,1112,The man laughed at comedy.,The woman joked around with him.,1.0,0.1305261565082002
689,1171,The motorcyclist let go of the throttle.,The motorcycle coasted to a halt.,1.0,0.1285750770572637
690,1300,He was cured of cancer.,The man felt depressed.,0.0,0.01193116902712706
691,1159,The archelogist discovered the site.,She read about the site's history.,1.0,0.012243142157235886
692,497,I was swamped with work.,I tidied up my house.,0.0,0.013259469285543243
693,1198,I burnt my dinner.,The room became bright.,0.0,0.006834865295702361
694,1181,Her friends stood her up.,The young woman entered the bar alone.,1.0,0.01266731732906587
695,1343,The victim recovered.,The police continued the investigation.,1.0,0.029798633542867714
696,1368,The spy was hired by the government.,The spy had many fake passports.,1.0,0.01856269951142598
697,60,The crowd gave the band a standing ovation.,The band signed autographs.,0.0,0.016065170706779063
698,1173,The host served nothing to his guests.,His guests were gracious.,0.0,0.03188285452720697
699,37,The papers were disorganized.,I put them into alphabetical order.,1.0,0.0007620257887186916
700,208,The man woke up with a toothache.,He missed an appointment with the dentist.,0.0,0.14288744588065436
701,255,The engine of the airplane was faulty.,The pilot made an error.,0.0,0.044786920702879984
702,1192,The buerau drawers were opened.,I threw away unnecessary contents.,0.0,0.010029182275733715
703,1109,The patron was drunk.,The bartender accompanied the patron.,0.0,0.1513882038660776
704,1364,I downloaded a virus.,I did not worry about my computer crashing.,0.0,0.05903746754240884
705,1399,The man arrived early.,He asked a stranger for the time.,0.0,0.01808056237748906
706,83,He blew out the candle.,The boy's mouth stung.,0.0,0.006383336623894901
707,1307,The woman studied mental disorder treatment.,She sought a career as a psychiatrist.,1.0,0.05706938714962882
708,1306,I read several chapters of the book.,I understood the story.,1.0,0.04940743496314901
709,1121,The girl turned down the hill on her bike.,Her bike swerved.,1.0,0.032835058212210354
710,110,I was confused by the professor's lecture.,I paid attention to the professor.,0.0,0.028998893307917408
711,178,I clumsily bumped into the stranger.,I ran away.,0.0,0.0038319671334248718
712,386,She squatted down.,The mother became eye level with her son.,1.0,0.003608336135024808
713,1405,The cook froze it.,The hamburger meat can be stored for a long time.,1.0,0.050905680821235234
714,1194,He went away to camp.,The boy felt exhausted.,0.0,0.016094891701776255
715,22,The woman's date wanted to look like a gentleman.,He asked her if she liked sushi.,0.0,0.024278764290360213
716,137,The skunk sprayed the dog.,The dog emitted a foul smell.,1.0,0.0858687680282919
717,1302,She endured a lot of stress in her current occupation.,The woman quit her job recently.,1.0,0.02182298334978651
718,1123,The train travelled through a tunnel.,The inside of the train became destroyed.,0.0,0.008289587838880372
719,31,She was nervous.,The woman hummed to herself.,0.0,0.00570172354638844
720,1233,I burst into a cold room.,My teeth began to chatter.,1.0,0.013784878865950282
721,286,My daughter suffered an allergy attack.,I encouraged her to take deep breaths.,0.0,0.030251415331728697
722,1318,The woman's brother did not like the gift.,Her brother refused to accept the gift.,1.0,0.02565372679101436
723,344,The rain subsided.,I browsed the internet.,0.0,0.0007525245848139071
724,38,The woman won the lottery.,She joined a church.,0.0,0.00872765057568665
725,1083,He ate a pepper.,Smoke got in the boy's eyes.,0.0,0.007596900049715444
726,16,Her friend stuck an ice cube down her back.,The girl gasped.,1.0,0.025319542911935684
727,1134,The girl came across an offensive word in her textbook.,She chucked the textbook across the room.,1.0,0.017916584680042615
728,68,He wanted to relax.,The man went away for the weekend.,1.0,0.005444766033022239
729,1030,The friends saw eye to eye.,The friends did not have a debate.,1.0,0.005023009148513054
730,225,The girl pushed herself off the top of the slide.,She glided down the slide.,1.0,0.04118653517796803
731,176,The children were watching cartoons.,The father shut off the children's television.,0.0,0.03797916236347016
732,1356,Her family got in touch with her.,The woman reconnected with distant relatives.,1.0,0.013827816775413613
733,294,I boiled it.,The egg splattered.,0.0,0.025108056491785727
734,1070,The station was coming in with static.,The boy listened to the radio.,0.0,0.05466071411414707
735,1391,Its sales were lagging.,The retail shop stayed open for another year.,0.0,0.034466900813973446
736,1285,The boy found the television show interesting.,He shut it off.,0.0,0.012783466979901391
737,1296,A group of teenagers helped organizing the party.,The host of the party kicked them out.,0.0,0.016105937585331017
738,162,I tossed the ball upwards.,The ball hit the ceiling.,1.0,0.01978300600485772
739,283,He watched a horror movie.,The boy was afraid to go to bed.,1.0,0.01887551640759536
740,1011,The faucet was turned off.,The woman could not wash her hands.,1.0,0.009352859702783973
741,366,The room was dim.,I washed the windows.,0.0,0.029042130873703265
742,1458,The pocket had a hole.,The pants had no defects.,0.0,0.001980223610870636
743,1381,The mother needed help looking after her children.,She sent the children to daycare.,0.0,0.07090185518224197
744,1120,The game ended in a tie.,The fans in the stadium were apathetic.,1.0,0.03983786278582412
745,233,I burst into a fit of laughter.,My eyes welled up with tears.,1.0,0.0023233538852866125
746,186,The doctor x-rayed the patient's arm.,He put the patient's arm in a cast.,0.0,0.018687916642609523
747,267,I went on vacation for two weeks.,My mailbox was overflowing with letters.,1.0,0.0001082153485436018
748,1166,I was tired of standing.,My balance wavered.,0.0,0.025823131248356584
749,356,There was a death in her family.,The employee missed work.,1.0,0.012861325803324573
750,1425,The man showed his new car to the woman.,The woman rejected him.,0.0,0.029947104700741148
751,199,The vase broke.,I glued it back together.,1.0,0.012088140078570191
752,32,The man hated his new haircut.,He wore a hat.,1.0,0.039351908882560446
753,1382,Another car swerved into her lane.,The driver check her rear mirror for cyclists.,0.0,0.20343487328766582
754,1122,A man let me in front of the long line.,I confronted him.,0.0,0.004558113029806815
755,255,The engine of the airplane was faulty.,The airplane crashed.,1.0,0.021493019366883657
756,445,The humanitarian was difficult for the journalist to interview.,The journalist wrote a biography about the humanitarian's life.,0.0,0.030634684362903977
757,182,A comet passed by the moon.,A crater formed on the moon.,0.0,0.13285052504456935
758,141,I held the door for the woman entering behind me.,The woman thanked me.,1.0,0.007951931322098307
759,1485,She committed assault.,The woman was an alcoholic.,0.0,0.008965573108235633
760,1361,Specialists recommended the procedure.,The patient could not afford the medical procedure.,0.0,0.027023856685732053
761,424,He scheduled a meeting with an important client.,The man dressed in his best suit.,1.0,0.01200267374117402
762,18,It got dark outside.,Snowflakes began to fall from the sky.,0.0,0.016397301193434792
763,1296,A group of teenagers helped organizing the party.,The host of the party invited them in.,1.0,0.02499130710497968
764,132,The cowgirl threw her lasso towards the horse.,The lasso grabbed onto the horse.,1.0,0.0344050153982103
765,1341,I put flour in the soup.,The soup cooled down.,0.0,0.08092228366500183
766,1062,I was full from breakfast.,My stomach was heavy.,1.0,0.013633805181024972
767,1437,They were retired.,The couple did not live together.,0.0,0.002705568335944262
768,1157,The puddle on the sidewalk looked fun.,I leapt over the puddle.,0.0,0.024250784263653527
769,1464,I was preparing to wash my hands.,I took off the rubber gloves.,1.0,0.035444208972694215
770,1124,The man had a heart attack.,He felt in awe.,0.0,0.02040098192900299
771,1261,The police officer pulled the celebrity by the wrist.,The celebrity offered the officer a bribe.,0.0,0.04344216006020864
772,1113,I received someone's package in the mail.,The package triggered my curiosity.,0.0,0.012818528866535945
773,429,The girl refused to eat her vegetables.,Her father took away her dessert.,1.0,0.034403473963795825
774,127,Several witnesses of the crime testified against the suspect.,The suspect was acquitted.,0.0,0.03217301550729509
775,61,The man threw his empty can onto the street.,He was jumped from behind.,0.0,0.007732517304704519
776,177,He went underwater.,The man held his breath.,1.0,0.008283851402559978
777,29,The grape juice fermented.,The juice turned to wine.,1.0,0.4040190799151638
778,326,My knees buckled on the stairs.,I caught myself on the railing.,1.0,0.01456859273062388
779,1010,The sales associate undercharged the customer.,The sales associate sent another invoice to the customer.,1.0,0.04204944196584626
780,1124,The man had a heart attack.,He collapsed.,1.0,0.0061327216639829275
781,1284,The woman wanted to see a doctor.,She went to medical school.,0.0,0.021071793220297234
782,1287,The boy had trouble buttoning his tight shirt.,He refused to wear the shirt.,1.0,0.03727096267164377
783,1066,The dog had lice.,The dog scratched its fur.,1.0,0.08196223138112439
784,1119,His palms were cold and sweaty.,The boy's friends were scared.,1.0,0.00309604607981711
785,339,It was pasteurized.,The milk stayed cold.,0.0,0.08959515640680724
786,1291,She liked fast food.,The girl politely accepted the hamburger.,1.0,0.07091996266591208
787,476,I pushed the wagon.,The wagon wheels spun forward.,1.0,0.0076955533417779574
788,290,The competition ended.,The teams got pumped up.,0.0,0.003935072843426341
789,1013,The frozen pond thawed in the spring.,People brought boats to the pond.,1.0,0.015579639597817512
790,219,The girl wanted to demonstrate proper etiquette.,She put her napkin on her lap before eating.,1.0,0.016550714148625755
791,395,My phone rang.,I excused myself from the group.,1.0,0.006212212723586355
792,392,The swimmer won the race.,Her team lost the meet.,0.0,0.04550929159012886
793,315,It was badly bruised.,The doctors amputated the patient's leg.,0.0,0.008602387735083572
794,1105,I anticipated the interviewer's questions.,I passed the job interview.,1.0,0.06855284346264559
795,471,He thanked her.,The woman asked the man to leave.,0.0,0.006582928715463435
796,1042,An awful song came on the radio.,I sang along to it.,0.0,0.08434386907871566
797,1345,The water in tank was dirty.,I poured it out.,1.0,0.021140992743430842
798,1077,He was addicted to nicotine.,The man threw his cigarettes away.,0.0,0.12376718770355569
799,306,I read several chapters of the book.,I ran out of breath.,0.0,0.005578256692358938
800,1344,I wanted to check the weather forecast.,I went for a walk.,0.0,0.002965104322368096
801,1364,I backed up my files.,I did not worry about my computer crashing.,1.0,0.008573249924613639
802,104,He relied on his parents.,The teenager ran away from home.,0.0,0.0030641043446942486
803,116,I found a better-paying job.,I moved to a new city.,1.0,0.019189421138516027
804,386,She held his hand.,The mother became eye level with her son.,0.0,0.011795776447928404
805,483,The jewelry thieves were caught.,The cost of the stolen jewelry was calculated.,0.0,0.033583184610102415
806,1027,The toddler joined a baby pageant.,Her mother fixed her hair into pigtails.,1.0,0.03274115255331451
807,1482,The rider stroked the horse.,The horse calmed down.,1.0,0.06694154639740654
808,39,The seamstress pushed the threaded needle into the fabric.,The thread wrapped around the needle.,0.0,0.056054692217680106
809,335,I needed to get cash.,I bought a wallet.,0.0,0.013418868619050775
810,419,He cut an onion.,The cook's eyes watered.,1.0,0.04517033343327605
811,1114,The surfer saw the wave.,She paddled her board into the ocean.,1.0,0.09305197573709012
812,339,I stored it in the refrigerator.,The milk stayed cold.,1.0,0.016431730231921734
813,1123,The train ran off the tracks.,The inside of the train became destroyed.,1.0,0.004058668548998111
814,228,The car looked filthy.,The owner took it to the car wash.,1.0,0.035130668863038075
815,1432,She broke her leg.,The woman's legs were smooth.,0.0,0.012628402163986752
816,110,I was confused by the professor's lecture.,I asked the professor questions.,1.0,0.02901685006824851
817,1352,She left her wallet at home.,The customer was embarassed at the cash register.,1.0,0.016761269166240673
818,1138,I cleaned my skin.,My itch went away.,0.0,0.11129784085554342
819,1172,The teacher threw the chewing gum at the student.,The gum stuck to the student's shoe.,1.0,0.09074365436505284
820,391,Its sales were lagging.,The retail shop shut down.,1.0,0.04642025050621016
821,399,The man's watch was broken.,He asked a stranger for the time.,1.0,0.022243293678638674
822,393,Factories shut down.,Air pollution in the city worsened.,0.0,0.02153110193885006
823,323,She discovered a new species.,The scientist gained recognition.,1.0,0.022023218800665743
824,1329,The DJ did not play good music.,People began to dance.,0.0,0.08722040558899383
825,1480,His pocket was filled with coins.,The man did not lose coins in his pocket anymore.,0.0,0.003973018180809763
826,150,The patient's family visited him.,The hospital sent the patient home.,0.0,0.052085323920791134
827,45,It migrated for the winter.,The bird couldn't fly.,0.0,0.02199452825721583
828,1408,I was sobbing.,My cheeks became red and puffy.,0.0,0.0002727306857682923
829,1118,He talked back to the teacher.,The student learned most mistakes.,0.0,0.055138742468834594
830,188,The woman upgraded her computer hardware.,She deleted old files on the computer.,0.0,0.03246365364800889
831,1299,The book became a huge failure.,The author faded into obscurity.,1.0,0.05637296335759268
832,192,The bureau drawers were cluttered.,I locked the drawers shut.,0.0,0.015000538571536649
833,186,The doctor x-rayed the patient's arm.,He discovered that the patient's arm was broken.,1.0,0.024262126824832614
834,200,She pounded on the door.,The woman felt an electric shock.,0.0,0.01089106976298203
835,109,The patron was alone.,The bartender refused to serve the patron.,0.0,0.03979888884334287
836,200,She grabbed the doorknob.,The woman felt an electric shock.,1.0,0.0022739612387549834
837,358,The gardener pulled the weeds.,The weeds produced seeds.,0.0,0.0019833686025696263
838,1192,The buerau drawers were opened.,I locked the drawers shut.,1.0,0.023973414278477413
839,1055,The man returned the document.,The transaction was voided.,1.0,0.016140587082070165
840,1012,The elderly woman made a phone call.,The woman's daughter came over to clean her house.,1.0,0.03809993129596574
841,1246,I pulled apart the candy wrapper with my hands.,The wrapper crinkled.,0.0,0.026460008996597204
842,1374,The man dealt well with the tragedy.,He got over it easily.,1.0,0.004729672401147466
843,398,I flipped the light switch up and down.,The light flickered.,1.0,0.04075238909202817
844,326,My knees buckled on the stairs.,The railing came loose from the wall.,0.0,0.024090432016731833
845,1054,The cook boiled the ingredients in the bowl.,The ingredients melted.,1.0,0.03632167917263458
846,265,He raised taxes.,The leader received praise.,0.0,0.00591771976606234
